Customer_id,Children,Age,Income,Marital,Gender,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Churn
I674556,0,53,8657,Married,Female,Electronic Check,4,150,876,Yes
Q881585,3,49,46184,Married,Female,Credit Card (automatic),4,160,557,No
K376911,2,69,9107,Widowed,Male,Bank Transfer(automatic),21,185,2543,Yes
Y243544,1,59,50103,Never Married,Female,Mailed Check,23,127,1997,No
P670407,1,18,1193,Widowed,Female,Bank Transfer(automatic),5,132,1197,Yes
X404290,2,36,57323,Separated,Male,Electronic Check,8,192,1088,Yes
S961459,1,55,7682,Never Married,Male,Electronic Check,6,140,840,No
G676884,1,22,13338,Separated,Female,Credit Card (automatic),3,217,839,No
D633161,3,56,66945,Widowed,Male,Electronic Check,2,140,1012,No
J787663,1,89,38227,Separated,Female,Electronic Check,6,140,739,Yes
P888518,1,82,60151,Divorced,Male,Mailed Check,17,150,1568,No
F102583,7,35,49128,Divorced,Male,Credit Card (automatic),5,147,875,Yes
G359370,0,20,23702,Married,Male,Credit Card (automatic),10,150,1691,Yes
E214052,1,39,25369,Separated,Female,Credit Card (automatic),5,130,1094,Yes
H696459,2,65,1594,Separated,Male,Bank Transfer(automatic),11,137,1599,No
B335074,3,28,24985,Divorced,Female,Electronic Check,17,205,1983,Yes
U362149,1,86,29315,Divorced,Male,Bank Transfer(automatic),10,270,1999,Yes
H513187,5,27,13263,Married,Male,Credit Card (automatic),16,170,1871,No
R715020,0,65,20617,Widowed,Female,Mailed Check,3,263,832,Yes
E631569,5,61,44279,Never Married,Male,Credit Card (automatic),2,152,1043,Yes
J364503,4,39,96113,Married,Female,Electronic Check,2,120,587,Yes
B794135,0,55,23195,Separated,Male,Credit Card (automatic),14,245,2208,Yes
U631731,8,86,37303,Divorced,Female,Credit Card (automatic),21,215,2252,No
X623749,0,35,23781,Divorced,Female,Mailed Check,16,127,1969,No
E832576,0,23,77549,Widowed,Female,Bank Transfer(automatic),8,137,992,Yes
D102792,0,75,63986,Divorced,Female,Credit Card (automatic),6,125,384,No
X235629,1,24,99755,Never Married,Female,Electronic Check,11,130,1298,Yes
X977611,0,34,49399,Never Married,Male,Electronic Check,2,162,507,No
V109479,9,63,32286,Divorced,Female,Credit Card (automatic),20,172,2096,No
K265887,4,50,29216,Divorced,Male,Credit Card (automatic),8,182,1173,Yes
E975865,4,46,65864,Widowed,Female,Bank Transfer(automatic),7,128,886,No
B796987,1,46,25126,Married,Female,Electronic Check,5,188,1010,No
V749792,0,24,39374,Never Married,Female,Bank Transfer(automatic),10,160,1100,No
F815786,4,32,52197,Never Married,Female,Credit Card (automatic),5,182,985,Yes
T812251,1,57,47514,Separated,Male,Mailed Check,13,112,1171,No
L430003,3,50,12600,Separated,Female,Mailed Check,3,137,557,Yes
A379980,0,49,44740,Married,Female,Electronic Check,2,147,298,No
G88929,2,69,53104,Married,Female,Bank Transfer(automatic),9,125,815,No
K927289,3,77,75067,Never Married,Male,Credit Card (automatic),7,120,942,No
G805398,9,30,106608,Married,Female,Credit Card (automatic),10,147,1375,No
N323793,3,26,61774,Widowed,Female,Credit Card (automatic),10,140,1699,No
L223256,3,30,53854,Married,Male,Mailed Check,2,243,1016,Yes
O316327,1,78,27236,Widowed,Female,Bank Transfer(automatic),14,127,1696,Yes
E596633,1,73,11644,Divorced,Female,Mailed Check,19,162,1826,Yes
K605178,0,39,33945,Divorced,Female,Mailed Check,6,135,634,No
R338627,0,39,13725,Married,Male,Electronic Check,3,127,468,No
A577468,0,72,26759,Never Married,Female,Credit Card (automatic),9,142,1471,No
T405685,8,37,17255,Divorced,Male,Electronic Check,4,160,1337,No
K713324,0,34,71604,Married,Female,Electronic Check,9,153,1186,No
V751713,4,27,34036,Never Married,Male,Electronic Check,4,130,1142,No
F640080,0,24,14049,Never Married,Female,Credit Card (automatic),6,208,1062,Yes
J333300,1,43,8721,Married,Female,Mailed Check,2,185,656,No
A901418,0,58,97058,Widowed,Male,Electronic Check,4,115,392,No
Z213844,1,75,19697,Never Married,Female,Electronic Check,3,223,783,Yes
Y13437,9,33,64398,Never Married,Male,Bank Transfer(automatic),12,143,1729,No
L603364,0,57,19255,Widowed,Male,Electronic Check,3,152,535,Yes
U746589,8,78,38295,Widowed,Female,Electronic Check,1,227,669,Yes
F992079,7,74,46946,Widowed,Female,Bank Transfer(automatic),18,155,2356,No
V383785,3,51,90957,Widowed,Female,Mailed Check,13,163,1527,No
N49031,3,32,26474,Married,Female,Bank Transfer(automatic),10,192,1258,Yes
W269326,0,84,21809,Married,Male,Electronic Check,2,223,1176,Yes
K685926,4,60,89038,Divorced,Female,Credit Card (automatic),10,223,1556,Yes
M601678,0,20,108848,Widowed,Female,Electronic Check,16,190,2053,No
B541413,0,38,13868,Widowed,Male,Mailed Check,1,128,411,No
G335816,4,71,22184,Widowed,Male,Bank Transfer(automatic),12,150,1489,Yes
L953747,2,56,42198,Widowed,Female,Bank Transfer(automatic),4,200,1305,Yes
H658358,1,35,14954,Never Married,Female,Credit Card (automatic),4,200,1342,Yes
O307232,0,33,8888,Widowed,Female,Electronic Check,7,217,1124,Yes
J321425,0,88,21817,Separated,Female,Mailed Check,20,130,2215,Yes
S125158,3,75,12622,Divorced,Female,Bank Transfer(automatic),8,93,732,No
L178101,0,34,49394,Never Married,Female,Mailed Check,3,165,1100,No
E198606,0,89,21812,Widowed,Male,Mailed Check,14,182,1365,No
T347409,1,76,70608,Divorced,Female,Credit Card (automatic),8,230,1108,No
Z75568,1,69,55322,Separated,Female,Bank Transfer(automatic),11,125,987,No
M590359,1,88,16307,Divorced,Female,Credit Card (automatic),7,182,1248,Yes
Q517075,3,64,48414,Divorced,Female,Bank Transfer(automatic),11,150,1637,No
R49034,3,65,62616,Widowed,Male,Mailed Check,4,137,704,Yes
D47888,3,51,149503,Separated,Male,Electronic Check,3,162,1203,Yes
T299295,1,69,30040,Widowed,Male,Mailed Check,12,140,1666,No
F318775,4,81,24859,Separated,Male,Electronic Check,3,105,485,No
X900013,1,79,69154,Never Married,Female,Electronic Check,8,167,1423,No
O546888,4,64,77153,Never Married,Female,Bank Transfer(automatic),15,145,1341,No
T215382,0,58,38872,Divorced,Female,Bank Transfer(automatic),30,150,2674,No
Y665708,1,77,11291,Never Married,Female,Credit Card (automatic),5,187,1243,Yes
H419978,2,19,24897,Widowed,Female,Electronic Check,5,233,1112,Yes
P611486,0,60,9967,Widowed,Male,Mailed Check,13,215,1547,Yes
H385873,2,30,42991,Divorced,Male,Bank Transfer(automatic),3,205,834,No
K61066,4,71,39432,Married,Female,Bank Transfer(automatic),18,170,1688,No
E186134,1,31,25577,Married,Male,Bank Transfer(automatic),12,245,1727,Yes
D507423,7,74,48623,Separated,Female,Mailed Check,6,115,717,No
V372461,2,64,19887,Never Married,Male,Mailed Check,16,160,1657,No
K639306,2,47,30343,Married,Male,Mailed Check,18,112,1595,No
M566246,1,76,61714,Divorced,Male,Bank Transfer(automatic),23,80,1943,No
D368442,1,74,44165,Separated,Female,Electronic Check,7,92,914,No
Z384326,2,54,33736,Married,Male,Electronic Check,12,145,1157,No
V505906,1,22,46079,Never Married,Male,Electronic Check,5,152,1324,No
J673680,3,31,34179,Married,Female,Electronic Check,19,175,2139,No
C753779,3,80,22140,Widowed,Male,Bank Transfer(automatic),3,105,445,No
B75335,0,67,34413,Divorced,Male,Bank Transfer(automatic),17,150,2030,No
D872983,5,18,72564,Never Married,Female,Electronic Check,7,240,1364,Yes
S357067,0,85,93562,Married,Female,Mailed Check,10,182,943,Yes
C158375,0,71,5902,Never Married,Male,Credit Card (automatic),6,233,1387,Yes
P997019,1,70,22140,Never Married,Female,Bank Transfer(automatic),12,233,1527,Yes
W673739,3,29,21394,Never Married,Male,Bank Transfer(automatic),2,132,1065,No
V878392,0,58,9337,Divorced,Female,Electronic Check,7,230,1026,No
D988380,3,19,15695,Widowed,Female,Electronic Check,16,147,1562,No
H263050,1,54,5985,Separated,Male,Mailed Check,7,117,1258,Yes
Y944097,2,68,37912,Never Married,Male,Electronic Check,1,115,254,No
S612810,4,40,52767,Divorced,Female,Electronic Check,3,162,1138,Yes
N915028,1,78,19826,Never Married,Female,Electronic Check,4,140,645,Yes
L947214,2,67,41397,Separated,Female,Bank Transfer(automatic),2,192,508,Yes
O804356,0,18,18426,Divorced,Female,Electronic Check,2,112,278,No
X590319,0,58,47035,Never Married,Female,Electronic Check,13,150,1711,No
T188581,2,33,33692,Married,Female,Mailed Check,9,172,1235,No
W574179,3,57,39684,Never Married,Female,Credit Card (automatic),8,192,1069,Yes
Y224996,0,61,121849,Never Married,Male,Mailed Check,17,240,1931,No
X972156,1,79,10457,Never Married,Female,Electronic Check,16,205,1538,No
X972068,3,57,8515,Widowed,Female,Bank Transfer(automatic),12,215,1358,Yes
S53034,1,72,7525,Divorced,Female,Mailed Check,11,200,1774,Yes
R378039,3,58,44086,Separated,Male,Electronic Check,15,223,1941,Yes
C40270,3,44,28776,Never Married,Female,Credit Card (automatic),11,175,1820,No
H669815,1,45,42066,Separated,Female,Mailed Check,4,192,693,Yes
U405731,0,58,23625,Divorced,Male,Electronic Check,4,210,1298,Yes
U391082,0,22,29804,Separated,Male,Electronic Check,2,120,988,No
Y494489,3,86,33394,Divorced,Male,Bank Transfer(automatic),8,197,1163,No
O112473,1,45,27295,Separated,Female,Electronic Check,5,112,465,No
C783546,3,70,16232,Separated,Female,Electronic Check,4,185,743,No
T994346,1,61,11088,Married,Female,Bank Transfer(automatic),2,227,561,No
V334774,4,71,22173,Never Married,Male,Credit Card (automatic),12,160,1324,No
O416626,1,38,28823,Never Married,Female,Mailed Check,2,137,719,Yes
G963411,1,35,20828,Divorced,Male,Electronic Check,3,230,895,Yes
E39633,0,74,17982,Widowed,Female,Mailed Check,2,130,418,Yes
L655501,0,24,70493,Separated,Male,Credit Card (automatic),17,175,1926,Yes
G914703,2,72,17236,Married,Female,Electronic Check,2,195,580,No
C484531,0,30,51266,Never Married,Male,Credit Card (automatic),13,208,1612,Yes
N795132,0,40,7086,Married,Female,Mailed Check,11,180,1068,Yes
K698636,9,43,10193,Never Married,Female,Electronic Check,20,215,2360,No
S735536,2,56,24260,Divorced,Male,Credit Card (automatic),6,147,1177,No
G241795,0,28,26169,Married,Male,Bank Transfer(automatic),3,140,629,No
T840029,4,44,36637,Married,Female,Credit Card (automatic),1,192,619,Yes
W846119,0,46,59689,Separated,Female,Credit Card (automatic),13,137,1534,No
V441781,2,47,28528,Widowed,Female,Credit Card (automatic),8,240,1289,Yes
G707517,3,75,13389,Divorced,Female,Bank Transfer(automatic),11,172,1381,No
P67575,1,19,14075,Widowed,Male,Electronic Check,10,162,1360,Yes
G763681,0,28,57821,Separated,Male,Electronic Check,9,140,1116,No
J274180,1,49,49782,Never Married,Male,Credit Card (automatic),8,112,860,No
R616110,0,63,65096,Divorced,Female,Bank Transfer(automatic),9,157,789,No
E186561,3,44,87368,Widowed,Male,Mailed Check,9,258,2114,Yes
M379813,3,70,8254,Married,Male,Electronic Check,2,142,718,Yes
Z574073,1,48,26405,Divorced,Male,Mailed Check,23,152,2764,No
N851131,1,36,73657,Divorced,Male,Mailed Check,3,162,1146,No
U325455,1,70,36461,Never Married,Female,Bank Transfer(automatic),8,150,1318,No
T247716,1,75,49519,Divorced,Male,Mailed Check,11,127,1526,No
Q439921,1,56,40189,Divorced,Male,Electronic Check,4,188,919,Yes
L667560,4,34,10934,Widowed,Female,Bank Transfer(automatic),9,160,1264,Yes
W40512,4,45,16073,Married,Male,Bank Transfer(automatic),9,157,1087,Yes
E890927,3,30,21318,Widowed,Female,Electronic Check,8,137,996,No
F990377,4,44,14007,Separated,Female,Credit Card (automatic),9,172,1178,No
C555140,0,34,52635,Never Married,Male,Credit Card (automatic),3,182,723,No
T237036,2,20,18385,Widowed,Female,Bank Transfer(automatic),6,112,629,No
W26648,0,28,57881,Married,Female,Bank Transfer(automatic),3,115,389,No
N382796,8,35,47737,Separated,Female,Mailed Check,17,162,2425,No
B228839,2,80,23041,Separated,Female,Electronic Check,2,200,778,Yes
R624962,10,53,38530,Married,Male,Credit Card (automatic),4,253,1243,Yes
M740803,0,83,79305,Married,Male,Mailed Check,12,243,1507,Yes
I383825,0,43,9088,Married,Female,Credit Card (automatic),2,243,871,Yes
D560463,0,25,108699,Separated,Male,Bank Transfer(automatic),11,105,1267,No
F918156,4,69,23425,Married,Female,Electronic Check,18,175,1971,Yes
I720429,8,32,57380,Divorced,Female,Mailed Check,13,162,2026,Yes
P752095,3,75,80269,Divorced,Female,Mailed Check,19,175,2332,Yes
B44052,5,46,13862,Separated,Male,Bank Transfer(automatic),6,170,967,No
V162258,5,23,23947,Separated,Female,Mailed Check,7,217,1234,Yes
Z345451,4,67,14236,Never Married,Female,Bank Transfer(automatic),3,125,352,No
T306798,0,75,79322,Divorced,Male,Bank Transfer(automatic),5,185,819,Yes
N976772,2,56,55161,Divorced,Male,Bank Transfer(automatic),5,172,760,No
F698431,3,60,19677,Divorced,Male,Electronic Check,3,243,1043,Yes
V13975,1,63,37640,Widowed,Female,Electronic Check,8,112,667,No
R944888,0,32,34871,Separated,Male,Electronic Check,7,127,1313,No
C740658,1,87,8543,Separated,Female,Mailed Check,11,195,1205,Yes
S545486,2,67,80127,Widowed,Female,Mailed Check,17,152,1631,No
U622257,4,66,30976,Separated,Female,Credit Card (automatic),2,182,516,Yes
K794401,3,75,45413,Separated,Female,Credit Card (automatic),9,172,1090,No
T208691,4,88,42527,Widowed,Male,Electronic Check,14,140,1466,Yes
Z902385,4,64,9041,Never Married,Male,Electronic Check,7,195,1018,No
J791834,1,87,46715,Married,Female,Electronic Check,6,117,962,No
I165667,1,55,9703,Separated,Male,Bank Transfer(automatic),3,145,426,No
H103547,1,49,21409,Separated,Female,Credit Card (automatic),15,137,1738,No
D863205,3,51,34723,Divorced,Female,Electronic Check,8,182,1040,Yes
F83785,7,45,24686,Widowed,Male,Bank Transfer(automatic),4,197,1454,Yes
R829775,3,75,4814,Separated,Female,Mailed Check,3,157,306,No
P247561,0,83,30335,Separated,Male,Electronic Check,4,162,637,Yes
B325435,4,43,15661,Married,Female,Mailed Check,14,180,1441,No
Y706239,1,82,47170,Never Married,Female,Electronic Check,4,223,1275,Yes
G262368,1,48,73601,Divorced,Female,Credit Card (automatic),6,150,749,No
I370992,3,72,15729,Widowed,Male,Electronic Check,11,140,1647,No
U931407,2,79,20802,Married,Female,Electronic Check,11,263,1504,Yes
I757738,0,29,18570,Married,Female,Bank Transfer(automatic),2,172,902,No
M380162,0,23,61106,Divorced,Male,Bank Transfer(automatic),4,105,691,No
S984278,2,49,65892,Divorced,Male,Bank Transfer(automatic),5,245,1609,Yes
J85140,1,45,59532,Never Married,Male,Electronic Check,21,213,2867,Yes
M496408,2,38,30757,Never Married,Female,Bank Transfer(automatic),9,185,1266,No
Y46632,1,25,63134,Married,Male,Electronic Check,7,137,952,No
Z781034,0,42,18470,Married,Male,Credit Card (automatic),21,202,2154,No
V508616,1,66,23711,Widowed,Female,Electronic Check,5,255,1436,Yes
E447952,3,51,16425,Separated,Male,Credit Card (automatic),12,153,1785,No
S759376,2,75,25045,Married,Male,Electronic Check,2,243,786,Yes
U739645,3,35,46121,Separated,Male,Electronic Check,4,220,1014,Yes
A672602,2,47,80667,Separated,Male,Electronic Check,11,160,1331,No
R702919,3,39,14971,Separated,Female,Electronic Check,18,150,2283,No
D945013,10,71,24059,Divorced,Female,Electronic Check,3,230,1040,No
R28109,1,58,13158,Divorced,Male,Mailed Check,12,162,1385,Yes
A658164,5,71,82960,Widowed,Male,Mailed Check,5,95,618,No
Z671295,4,24,118120,Separated,Male,Credit Card (automatic),12,197,2054,No
E683384,2,43,3949,Divorced,Female,Electronic Check,6,82,631,No
U526402,1,41,20881,Never Married,Male,Bank Transfer(automatic),7,172,933,No
O180602,2,29,9514,Divorced,Male,Bank Transfer(automatic),5,127,772,No
Q428611,0,77,26269,Divorced,Male,Bank Transfer(automatic),12,167,1828,No
V130606,2,52,21001,Widowed,Male,Bank Transfer(automatic),8,185,1124,Yes
Q416534,1,82,45665,Separated,Male,Electronic Check,2,172,464,Yes
W648387,10,84,79394,Never Married,Female,Electronic Check,2,203,1418,Yes
J429182,0,66,116573,Never Married,Male,Mailed Check,12,150,1147,No
R767834,1,42,27380,Divorced,Female,Bank Transfer(automatic),26,200,2693,Yes
N472279,0,67,78178,Married,Male,Electronic Check,17,185,2218,No
P579491,1,28,79776,Married,Male,Electronic Check,7,127,1263,Yes
I87381,1,40,100437,Widowed,Female,Credit Card (automatic),20,137,1919,No
S353547,1,75,9268,Divorced,Female,Mailed Check,12,233,1970,No
L589688,4,72,47503,Married,Female,Electronic Check,3,203,1280,Yes
V166378,1,73,94903,Widowed,Male,Mailed Check,15,157,1300,No
E689585,2,59,83382,Widowed,Female,Credit Card (automatic),5,182,782,No
M773746,3,73,11464,Separated,Female,Bank Transfer(automatic),12,215,2056,Yes
V634698,2,41,52051,Separated,Female,Credit Card (automatic),10,275,1615,Yes
E380866,4,88,29721,Married,Male,Electronic Check,4,142,841,No
Y332336,0,35,30107,Never Married,Male,Electronic Check,19,205,2118,No
I114622,0,18,61968,Widowed,Male,Electronic Check,10,215,1329,No
Y564438,1,63,18571,Never Married,Female,Mailed Check,4,205,783,No
Y76888,8,82,51397,Never Married,Male,Electronic Check,5,220,1540,Yes
X376072,3,66,117333,Separated,Female,Electronic Check,7,170,785,Yes
L954651,1,86,11999,Divorced,Female,Credit Card (automatic),11,173,1137,No
Y643021,2,20,30088,Married,Male,Electronic Check,5,192,934,Yes
E119109,1,76,34415,Married,Female,Bank Transfer(automatic),2,210,674,Yes
P956414,2,29,82081,Never Married,Female,Bank Transfer(automatic),15,200,2272,Yes
G938547,1,23,102906,Widowed,Female,Mailed Check,1,125,317,No
I478025,2,55,16338,Separated,Male,Electronic Check,2,185,1089,Yes
K208350,2,57,6960,Separated,Female,Mailed Check,7,112,641,No
O654560,0,30,106582,Married,Female,Electronic Check,18,162,1845,No
E569695,1,56,35504,Divorced,Female,Electronic Check,11,115,1421,No
A290262,4,83,1277,Widowed,Female,Credit Card (automatic),12,152,1313,No
K378058,0,39,15046,Separated,Male,Electronic Check,12,230,1632,Yes
S15130,4,52,78086,Divorced,Female,Bank Transfer(automatic),3,127,914,Yes
H813478,0,35,44288,Separated,Female,Electronic Check,22,195,2274,No
W909052,1,54,44058,Married,Female,Electronic Check,7,243,1186,No
P811960,2,49,25049,Divorced,Male,Credit Card (automatic),15,243,1891,Yes
S197462,0,87,56538,Divorced,Male,Mailed Check,14,127,1660,Yes
E365087,0,20,21059,Widowed,Male,Electronic Check,9,148,1143,No
E651305,5,88,63304,Married,Male,Electronic Check,5,150,856,No
R699182,1,38,37130,Never Married,Male,Credit Card (automatic),4,130,780,No
J991902,3,43,38370,Married,Female,Mailed Check,12,175,1593,No
R114719,3,34,20284,Widowed,Male,Electronic Check,4,117,1072,No
X981511,1,44,23704,Divorced,Female,Mailed Check,3,152,644,Yes
T257204,1,70,47659,Divorced,Male,Credit Card (automatic),7,195,972,Yes
I598290,1,49,49750,Never Married,Male,Bank Transfer(automatic),9,147,1040,No
D832053,2,72,31203,Never Married,Female,Mailed Check,8,275,1381,Yes
S238589,3,41,33458,Married,Male,Mailed Check,1,162,522,Yes
S815475,0,54,20720,Widowed,Female,Mailed Check,7,162,1285,No
N953071,0,49,39225,Married,Female,Electronic Check,7,180,704,No
J871183,2,77,32659,Widowed,Female,Mailed Check,16,182,1545,No
I842673,1,35,13871,Separated,Male,Bank Transfer(automatic),13,245,1896,Yes
X719304,8,34,21101,Widowed,Female,Electronic Check,12,233,1991,Yes
A880064,2,43,49066,Married,Female,Mailed Check,11,245,2082,Yes
O793984,2,59,18082,Widowed,Male,Electronic Check,15,278,2116,Yes
O570146,1,58,45102,Married,Male,Bank Transfer(automatic),7,143,1357,No
M95380,3,75,30450,Widowed,Male,Bank Transfer(automatic),6,152,1309,Yes
T864638,4,63,54750,Separated,Female,Electronic Check,7,268,1319,Yes
I132993,0,57,24095,Married,Female,Electronic Check,7,227,991,Yes
E874619,1,63,53817,Widowed,Male,Electronic Check,1,147,310,Yes
S83663,0,42,20734,Widowed,Female,Mailed Check,7,150,1255,Yes
N352428,7,37,36790,Never Married,Female,Credit Card (automatic),8,220,1411,Yes
I962072,4,60,35949,Married,Male,Bank Transfer(automatic),21,140,2446,No
C525794,4,38,73242,Married,Male,Bank Transfer(automatic),9,140,1263,Yes
T767247,4,50,12802,Widowed,Male,Credit Card (automatic),7,140,1366,No
V653192,8,85,20555,Separated,Female,Electronic Check,9,145,917,No
T800245,0,18,60956,Divorced,Male,Credit Card (automatic),6,150,933,No
M520636,0,37,27149,Married,Female,Electronic Check,3,195,610,Yes
Z693235,1,37,19534,Widowed,Male,Electronic Check,11,165,1883,Yes
G856109,4,74,102081,Widowed,Female,Electronic Check,12,153,1638,No
S482320,8,76,30435,Married,Male,Mailed Check,15,127,1630,No
T240588,1,62,10852,Separated,Female,Credit Card (automatic),14,172,1888,No
L193735,3,42,52352,Divorced,Male,Bank Transfer(automatic),5,195,898,Yes
V217475,3,81,57875,Divorced,Female,Mailed Check,3,125,297,No
V11448,3,80,54588,Married,Male,Credit Card (automatic),7,243,1683,Yes
S105011,0,50,14053,Separated,Male,Mailed Check,10,200,1807,Yes
E613354,2,21,51420,Divorced,Female,Electronic Check,16,185,1873,Yes
T782123,0,41,20918,Never Married,Male,Bank Transfer(automatic),2,147,444,No
I20636,4,71,48598,Separated,Male,Bank Transfer(automatic),2,255,859,Yes
V620091,3,45,34498,Separated,Female,Mailed Check,17,160,2122,Yes
F937423,2,46,19080,Divorced,Male,Electronic Check,20,210,2734,Yes
I783434,0,58,21210,Never Married,Male,Electronic Check,8,165,1412,No
X321301,0,87,22484,Separated,Male,Mailed Check,4,128,408,No
X63493,1,18,38028,Separated,Female,Electronic Check,11,152,1345,Yes
O546867,0,50,29940,Never Married,Male,Bank Transfer(automatic),8,170,992,Yes
H380138,6,31,104520,Married,Male,Credit Card (automatic),2,140,698,Yes
G954272,3,27,84597,Widowed,Female,Bank Transfer(automatic),9,182,1266,No
R304458,1,44,29580,Never Married,Female,Mailed Check,10,202,1204,Yes
B388679,3,45,69223,Widowed,Male,Bank Transfer(automatic),6,233,1608,Yes
I903464,1,33,76047,Separated,Male,Electronic Check,3,135,549,No
Z437261,0,36,29760,Married,Male,Bank Transfer(automatic),11,155,1827,No
C423250,3,47,73746,Married,Female,Mailed Check,8,182,1103,No
W660958,0,56,54110,Married,Male,Bank Transfer(automatic),2,205,617,No
J648554,2,81,34415,Divorced,Male,Electronic Check,3,220,838,Yes
R493661,4,26,5920,Divorced,Female,Credit Card (automatic),3,223,1024,Yes
T834491,3,33,46973,Widowed,Male,Bank Transfer(automatic),23,155,2947,No
Q154739,0,47,165151,Separated,Male,Bank Transfer(automatic),6,127,1174,No
Z708637,2,61,5875,Divorced,Male,Mailed Check,7,142,1408,Yes
F847848,1,80,84806,Separated,Female,Electronic Check,14,150,1333,No
R107699,1,75,14289,Married,Male,Bank Transfer(automatic),24,195,2420,No
L276198,0,78,2488,Never Married,Female,Credit Card (automatic),6,155,1136,Yes
L735152,1,75,10494,Divorced,Female,Electronic Check,9,150,980,Yes
M980625,0,58,15537,Widowed,Male,Mailed Check,10,245,1925,Yes
F719220,0,46,40744,Divorced,Female,Credit Card (automatic),20,182,1914,No
D963015,4,28,63964,Never Married,Male,Bank Transfer(automatic),2,145,481,No
Q197121,0,43,78250,Married,Female,Credit Card (automatic),8,220,1322,Yes
J612800,1,66,43551,Married,Female,Credit Card (automatic),2,172,901,No
A765321,1,84,48376,Divorced,Male,Electronic Check,14,255,2158,Yes
O177521,1,69,57731,Never Married,Female,Bank Transfer(automatic),4,92,721,No
X85547,3,20,30861,Married,Male,Electronic Check,15,107,1728,Yes
R486370,2,35,51510,Widowed,Male,Electronic Check,17,235,2196,Yes
M208967,1,88,7834,Separated,Male,Electronic Check,8,253,1207,Yes
V262977,0,71,29709,Widowed,Female,Credit Card (automatic),8,152,1364,Yes
O625994,4,86,37042,Married,Male,Credit Card (automatic),8,162,1462,Yes
W558522,4,24,11639,Widowed,Female,Bank Transfer(automatic),14,92,1750,No
K119215,3,76,8524,Widowed,Female,Credit Card (automatic),8,160,884,No
E125308,5,33,108059,Widowed,Male,Bank Transfer(automatic),25,205,2729,No
Z756585,0,79,56097,Divorced,Female,Bank Transfer(automatic),13,190,1607,No
C137039,1,76,73423,Widowed,Female,Electronic Check,6,175,862,Yes
Q691255,0,24,66703,Separated,Male,Bank Transfer(automatic),15,243,2073,Yes
Y517310,1,77,37671,Widowed,Female,Electronic Check,9,203,1608,Yes
K985102,1,62,79433,Widowed,Male,Credit Card (automatic),7,188,1055,Yes
L398663,0,21,21787,Widowed,Female,Mailed Check,3,290,1151,Yes
W336937,2,39,52190,Married,Male,Electronic Check,14,165,2138,No
W492697,4,23,44610,Married,Male,Electronic Check,16,195,1956,No
I04614,3,87,53592,Divorced,Female,Mailed Check,8,243,1647,Yes
N793554,0,27,43977,Married,Male,Bank Transfer(automatic),7,125,715,No
E795487,0,60,19990,Divorced,Female,Credit Card (automatic),8,223,1235,Yes
F506160,3,80,39181,Separated,Female,Bank Transfer(automatic),5,137,700,Yes
P21687,1,56,25778,Divorced,Male,Mailed Check,2,233,770,Yes
H700435,2,20,59419,Never Married,Male,Electronic Check,4,155,1283,Yes
E883874,1,39,38306,Separated,Male,Electronic Check,11,195,1897,Yes
I590360,3,30,34394,Never Married,Male,Electronic Check,18,233,2299,No
E148039,3,47,37527,Divorced,Male,Credit Card (automatic),1,258,1019,Yes
O02351,6,35,3051,Separated,Female,Electronic Check,14,162,1712,No
N634882,2,66,6284,Married,Male,Electronic Check,17,92,1778,No
X875564,2,76,53248,Separated,Female,Electronic Check,1,185,872,Yes
P978672,2,70,25020,Separated,Male,Electronic Check,17,172,1783,Yes
E938201,0,44,16301,Divorced,Female,Bank Transfer(automatic),3,112,243,No
R723405,3,73,12135,Married,Female,Mailed Check,15,150,1506,No
W659823,0,72,32397,Never Married,Female,Mailed Check,3,162,381,No
P40226,1,42,88000,Separated,Female,Credit Card (automatic),5,127,1065,Yes
P45702,0,58,18407,Separated,Female,Credit Card (automatic),7,127,851,Yes
Y365598,1,68,7655,Widowed,Male,Mailed Check,3,240,764,Yes
B274609,8,19,32103,Never Married,Female,Bank Transfer(automatic),6,163,1229,No
D838879,1,79,49546,Divorced,Male,Mailed Check,10,185,1197,No
C544905,5,54,77423,Married,Female,Mailed Check,15,243,1985,Yes
H315719,3,19,27690,Never Married,Male,Electronic Check,22,233,2955,Yes
H153597,2,46,27220,Married,Female,Credit Card (automatic),5,150,703,No
I616985,0,63,21740,Separated,Male,Credit Card (automatic),9,255,1745,Yes
I169568,0,85,32951,Married,Male,Mailed Check,24,203,2900,Yes
R305280,1,64,19832,Married,Female,Credit Card (automatic),11,288,1572,Yes
S407948,1,21,8980,Married,Female,Electronic Check,9,145,969,No
A156547,7,18,47619,Divorced,Female,Mailed Check,4,130,1240,No
M963224,4,83,40031,Widowed,Female,Electronic Check,3,117,479,No
Q832279,9,33,74024,Widowed,Male,Electronic Check,6,152,1257,Yes
O569612,1,58,9134,Never Married,Male,Credit Card (automatic),18,230,2109,Yes
C48384,1,24,22354,Divorced,Female,Bank Transfer(automatic),7,233,1333,Yes
D741708,1,88,12147,Widowed,Female,Bank Transfer(automatic),6,125,387,No
P857810,1,40,3730,Married,Female,Electronic Check,2,248,1338,Yes
T845800,0,26,56144,Widowed,Female,Electronic Check,3,160,510,Yes
V433765,1,70,22812,Married,Female,Credit Card (automatic),7,208,1044,Yes
K876816,2,21,12909,Separated,Female,Mailed Check,3,248,1468,Yes
